Campo,Formato,Ejemplo,Valor por defecto o respuesta,,,,,
06/09/2022,desc 583,ARS,277,Gasto,Verdadero,Belleza,peluquero; manicura,nota 583
05/03/2021,desc 584,ARS,133,Ingreso,Falso,Educación,universidad; postgrado,nota 584
12/02/2020,desc 585,ARS,31,Gasto,Verdadero,Vehículo,mecanico,nota 585
08/12/2021,desc 586,USD,802,Gasto,,Transporte,sube,nota 586
12/10/2022,desc 587,ARS,11,Gasto,Verdadero,Viajes,Vacaciones 2022; gente del trabajo,nota 587
13/12/2022,desc 588,ARS,527,Gasto,Verdadero,Recreación,,nota 588
18/11/2022,desc 589,ARS,337,Gasto,Verdadero,Deporte,,nota 589
28/07/2022,desc 590,ARS,936,Gasto,Falso,Vivienda,reparaciones,nota 590
19/07/2021,desc 591,USD,959,Ingreso,Verdadero,Belleza,peluquero; manicura,nota 591
28/12/2022,desc 592,ARS,48,Gasto,Falso,Educación,universidad; postgrado,nota 592
23/10/2020,desc 593,ARS,137,Gasto,,Vehículo,mecanico,nota 593
27/10/2020,desc 594,ARS,764,Gasto,Verdadero,Transporte,sube,nota 594
11/07/2021,desc 595,ARS,877,Gasto,Falso,Viajes,Vacaciones 2022; gente del trabajo,nota 595
18/01/2021,desc 596,ARS,5,Gasto,,Recreación,,nota 596
13/08/2022,desc 597,ARS,314,Gasto,Verdadero,Deporte,,nota 597
20/08/2021,desc 598,ARS,45,Ingreso,Falso,Vivienda,reparaciones,nota 598
14/09/2022,desc 599,USD,892,Gasto,Falso,Belleza,peluquero; manicura,nota 599
02/03/2021,desc 600,ARS,913,Gasto,Verdadero,Educación,universidad; postgrado,nota 600
03/09/2022,desc 601,ARS,112,Gasto,Falso,Vehículo,mecanico,nota 601
27/09/2022,desc 602,ARS,333,Gasto,Verdadero,Transporte,sube,nota 602
15/07/2020,desc 603,ARS,833,Gasto,,Viajes,Vacaciones 2022; gente del trabajo,nota 603
26/02/2021,desc 604,USD,995,Gasto,Falso,Recreación,,nota 604
11/06/2021,desc 605,ARS,789,Ingreso,Verdadero,Deporte,,nota 605
04/03/2020,desc 606,ARS,911,Gasto,,Vivienda,reparaciones,nota 606
17/07/2020,desc 607,ARS,478,Gasto,Falso,Belleza,peluquero; manicura,nota 607
21/12/2022,desc 608,ARS,211,Gasto,Verdadero,Educación,universidad; postgrado,nota 608
17/06/2022,desc 609,ARS,890,Gasto,Falso,Vehículo,mecanico,nota 609
26/08/2020,desc 610,ARS,925,Gasto,,Transporte,sube,nota 610
24/02/2022,desc 611,ARS,357,Gasto,Verdadero,Viajes,Vacaciones 2022; gente del trabajo,nota 611
09/08/2021,desc 612,USD,582,Ingreso,Falso,Recreación,,nota 612
20/08/2021,desc 613,ARS,820,Gasto,,Deporte,,nota 613
04/07/2020,desc 614,ARS,830,Gasto,Verdadero,Vivienda,reparaciones,nota 614
05/01/2021,desc 615,ARS,34,Gasto,Falso,Belleza,peluquero; manicura,nota 615
13/01/2022,desc 616,ARS,802,Gasto,Falso,Educación,universidad; postgrado,nota 616
24/09/2020,desc 617,USD,184,Gasto,Verdadero,Vehículo,mecanico,nota 617
21/08/2020,desc 618,ARS,627,Gasto,Falso,Transporte,sube,nota 618
08/11/2021,desc 619,ARS,278,Ingreso,Verdadero,Viajes,Vacaciones 2022; gente del trabajo,nota 619
20/01/2022,desc 620,ARS,850,Gasto,,Recreación,,nota 620
28/02/2021,desc 621,ARS,833,Gasto,Verdadero,Deporte,,nota 621
08/08/2022,desc 622,ARS,760,Gasto,Verdadero,Vivienda,reparaciones,nota 622
25/03/2021,desc 623,ARS,357,Gasto,Verdadero,Belleza,peluquero; manicura,nota 623
25/06/2020,desc 624,ARS,625,Gasto,Falso,Educación,universidad; postgrado,nota 624
28/07/2021,desc 625,USD,930,Gasto,Verdadero,Vehículo,mecanico,nota 625
24/01/2022,desc 626,ARS,940,Ingreso,Falso,Transporte,sube,nota 626
19/09/2021,desc 627,ARS,733,Gasto,,Viajes,Vacaciones 2022; gente del trabajo,nota 627
01/08/2020,desc 628,ARS,388,Gasto,Verdadero,Recreación,,nota 628
01/11/2021,desc 629,ARS,403,Gasto,Falso,Deporte,,nota 629
22/01/2021,desc 630,USD,617,Gasto,,Vivienda,reparaciones,nota 630
20/06/2020,desc 631,ARS,840,Gasto,Verdadero,Belleza,peluquero; manicura,nota 631
16/12/2021,desc 632,ARS,182,Gasto,Falso,Educación,universidad; postgrado,nota 632
19/07/2022,desc 633,ARS,45,Ingreso,Falso,Vehículo,mecanico,nota 633
16/07/2022,desc 634,ARS,314,Gasto,Verdadero,Transporte,sube,nota 634
15/04/2022,desc 635,ARS,228,Gasto,Falso,Viajes,Vacaciones 2022; gente del trabajo,nota 635
09/09/2022,desc 636,ARS,213,Gasto,Verdadero,Recreación,,nota 636
06/11/2021,desc 637,ARS,177,Gasto,,Deporte,,nota 637
18/10/2022,desc 638,USD,509,Gasto,Falso,Vivienda,reparaciones,nota 638
14/12/2021,desc 639,ARS,300,Gasto,Verdadero,Belleza,peluquero; manicura,nota 639
14/08/2020,desc 640,ARS,636,Ingreso,,Educación,universidad; postgrado,nota 640
28/12/2020,desc 641,ARS,226,Gasto,Falso,Vehículo,mecanico,nota 641
21/03/2021,desc 642,ARS,338,Gasto,Verdadero,Transporte,sube,nota 642
02/06/2020,desc 643,USD,82,Gasto,Falso,Viajes,Vacaciones 2022; gente del trabajo,nota 643
20/06/2022,desc 644,ARS,55,Gasto,,Recreación,,nota 644
12/11/2020,desc 645,ARS,789,Gasto,Verdadero,Deporte,,nota 645
06/08/2021,desc 646,ARS,916,Gasto,Falso,Vivienda,reparaciones,nota 646
24/11/2021,desc 647,ARS,916,Ingreso,,Belleza,peluquero; manicura,nota 647
28/11/2020,desc 648,ARS,577,Gasto,Verdadero,Educación,universidad; postgrado,nota 648
10/07/2022,desc 649,ARS,761,Gasto,Falso,Vehículo,mecanico,nota 649
05/04/2021,desc 650,ARS,720,Gasto,Falso,Transporte,sube,nota 650
25/04/2022,desc 651,USD,783,Gasto,Verdadero,Viajes,Vacaciones 2022; gente del trabajo,nota 651
14/01/2022,desc 652,ARS,185,Gasto,Falso,Recreación,,nota 652
12/05/2021,desc 653,ARS,871,Gasto,Verdadero,Deporte,,nota 653
13/03/2021,desc 654,ARS,71,Ingreso,,Vivienda,reparaciones,nota 654
03/09/2022,desc 655,ARS,956,Gasto,Verdadero,Belleza,peluquero; manicura,nota 655
04/06/2020,desc 656,USD,778,Gasto,Verdadero,Educación,universidad; postgrado,nota 656
09/02/2021,desc 657,ARS,569,Gasto,Verdadero,Vehículo,mecanico,nota 657
12/10/2020,desc 658,ARS,445,Gasto,Falso,Transporte,sube,nota 658
08/03/2020,desc 659,ARS,57,Gasto,Verdadero,Viajes,Vacaciones 2022; gente del trabajo,nota 659
27/10/2021,desc 660,ARS,238,Gasto,Falso,Recreación,,nota 660
25/06/2021,desc 661,ARS,494,Ingreso,,Deporte,,nota 661
15/04/2022,desc 662,ARS,39,Gasto,Verdadero,Vivienda,reparaciones,nota 662
06/12/2022,desc 663,ARS,186,Gasto,Falso,Belleza,peluquero; manicura,nota 663
22/03/2021,desc 664,USD,503,Gasto,,Educación,universidad; postgrado,nota 664
27/01/2022,desc 665,ARS,950,Gasto,Verdadero,Vehículo,mecanico,nota 665
11/12/2022,desc 666,ARS,718,Gasto,Falso,Transporte,sube,nota 666
16/10/2021,desc 667,ARS,664,Gasto,Falso,Viajes,Vacaciones 2022; gente del trabajo,nota 667
23/05/2020,desc 668,ARS,716,Ingreso,Verdadero,Recreación,,nota 668
08/04/2020,desc 669,USD,653,Gasto,Falso,Deporte,,nota 669
17/04/2020,desc 670,ARS,261,Gasto,Verdadero,Vivienda,reparaciones,nota 670
12/05/2020,desc 671,ARS,138,Gasto,,Belleza,peluquero; manicura,nota 671
14/03/2020,desc 672,ARS,194,Gasto,Falso,Educación,universidad; postgrado,nota 672
18/11/2020,desc 673,ARS,762,Gasto,Verdadero,Vehículo,mecanico,nota 673
01/08/2020,desc 674,ARS,598,Gasto,,Transporte,sube,nota 674
04/04/2020,desc 675,ARS,226,Ingreso,Falso,Viajes,Vacaciones 2022; gente del trabajo,nota 675
01/12/2022,desc 676,ARS,120,Gasto,Verdadero,Recreación,,nota 676
22/09/2021,desc 677,USD,631,Gasto,Falso,Deporte,,nota 677
22/11/2020,desc 678,ARS,547,Gasto,,Vivienda,reparaciones,nota 678
02/06/2021,desc 679,ARS,625,Gasto,Verdadero,Belleza,peluquero; manicura,nota 679
06/11/2020,desc 680,ARS,590,Gasto,Falso,Educación,universidad; postgrado,nota 680
28/07/2022,desc 681,ARS,999,Gasto,,Vehículo,mecanico,nota 681
04/12/2021,desc 682,USD,428,Ingreso,Verdadero,Transporte,sube,nota 682
07/04/2021,desc 683,ARS,612,Gasto,Falso,Viajes,Vacaciones 2022; gente del trabajo,nota 683
14/11/2021,desc 684,ARS,886,Gasto,Falso,Recreación,,nota 684
18/04/2022,desc 685,ARS,349,Gasto,Verdadero,Deporte,,nota 685
28/02/2020,desc 686,ARS,793,Gasto,Falso,Vivienda,reparaciones,nota 686
26/04/2022,desc 687,ARS,187,Gasto,Verdadero,Belleza,peluquero; manicura,nota 687
11/04/2021,desc 688,ARS,602,Gasto,,Educación,universidad; postgrado,nota 688
09/02/2021,desc 689,ARS,995,Ingreso,Verdadero,Vehículo,mecanico,nota 689
22/08/2021,desc 690,USD,456,Gasto,Verdadero,Transporte,sube,nota 690
03/03/2022,desc 691,ARS,662,Gasto,Verdadero,Viajes,Vacaciones 2022; gente del trabajo,nota 691
10/06/2022,desc 692,ARS,590,Gasto,Falso,Recreación,,nota 692
22/08/2022,desc 693,ARS,39,Gasto,Verdadero,Deporte,,nota 693
24/08/2022,desc 694,ARS,912,Gasto,Falso,Vivienda,reparaciones,nota 694
27/05/2021,desc 695,USD,365,Gasto,,Belleza,peluquero; manicura,nota 695
03/04/2022,desc 696,ARS,506,Ingreso,Verdadero,Educación,universidad; postgrado,nota 696
09/03/2020,desc 697,ARS,723,Gasto,Falso,Vehículo,mecanico,nota 697
13/11/2020,desc 698,ARS,266,Gasto,,Transporte,sube,nota 698
14/07/2021,desc 699,ARS,297,Gasto,Verdadero,Viajes,Vacaciones 2022; gente del trabajo,nota 699
03/08/2022,desc 700,ARS,92,Gasto,Falso,Recreación,,nota 700
11/04/2022,desc 701,ARS,851,Gasto,Falso,Deporte,,nota 701
19/10/2020,desc 702,ARS,738,Gasto,Verdadero,Vivienda,reparaciones,nota 702
18/04/2020,desc 703,USD,957,Ingreso,Falso,Belleza,peluquero; manicura,nota 703
05/08/2020,desc 704,ARS,282,Gasto,Verdadero,Educación,universidad; postgrado,nota 704
11/07/2020,desc 705,ARS,914,Gasto,,Vehículo,mecanico,nota 705
26/11/2022,desc 706,ARS,908,Gasto,Falso,Transporte,sube,nota 706
27/07/2022,desc 707,ARS,290,Gasto,Verdadero,Viajes,Vacaciones 2022; gente del trabajo,nota 707
07/03/2022,desc 708,USD,573,Gasto,,Recreación,,nota 708
25/08/2022,desc 709,ARS,229,Gasto,Falso,Deporte,,nota 709
25/11/2021,desc 710,ARS,905,Ingreso,Verdadero,Vivienda,reparaciones,nota 710
14/05/2022,desc 711,ARS,687,Gasto,Falso,Belleza,peluquero; manicura,nota 711
02/08/2020,desc 712,ARS,147,Gasto,,Educación,universidad; postgrado,nota 712
12/09/2021,desc 713,ARS,968,Gasto,Verdadero,Vehículo,mecanico,nota 713
13/03/2022,desc 714,ARS,842,Gasto,Falso,Transporte,sube,nota 714
14/09/2021,desc 715,ARS,232,Gasto,,Viajes,Vacaciones 2022; gente del trabajo,nota 715
08/03/2022,desc 716,USD,651,Gasto,Verdadero,Recreación,,nota 716
16/06/2020,desc 717,ARS,160,Ingreso,Falso,Deporte,,nota 717
20/02/2020,desc 718,ARS,960,Gasto,Falso,Vivienda,reparaciones,nota 718
08/03/2021,desc 719,ARS,926,Gasto,Verdadero,Belleza,peluquero; manicura,nota 719
20/08/2020,desc 720,ARS,614,Gasto,Falso,Educación,universidad; postgrado,nota 720
06/06/2020,desc 721,USD,881,Gasto,Verdadero,Vehículo,mecanico,nota 721
16/05/2020,desc 722,ARS,86,Gasto,,Transporte,sube,nota 722
06/11/2021,desc 723,ARS,490,Gasto,Verdadero,Viajes,Vacaciones 2022; gente del trabajo,nota 723
25/06/2020,desc 724,ARS,20,Gasto,Verdadero,Viajes,Vacaciones 2022; gente del trabajo,nota 724
25/06/2021,desc 725,ARS,645,Gasto,,Recreación,,nota 725
08/06/2021,desc 726,ARS,205,Gasto,Verdadero,Deporte,,nota 726
21/03/2022,desc 727,ARS,386,Ingreso,Verdadero,Vivienda,reparaciones,nota 727
04/10/2020,desc 728,USD,633,Gasto,Verdadero,Belleza,peluquero; manicura,nota 728
23/06/2021,desc 729,ARS,656,Gasto,Falso,Educación,universidad; postgrado,nota 729
26/05/2021,desc 730,ARS,199,Gasto,Verdadero,Vehículo,mecanico,nota 730
26/06/2020,desc 731,ARS,180,Gasto,Falso,Transporte,sube,nota 731
23/01/2020,desc 732,ARS,305,Gasto,,Viajes,Vacaciones 2022; gente del trabajo,nota 732
01/08/2022,desc 733,ARS,986,Gasto,Verdadero,Recreación,,nota 733
19/02/2020,desc 734,ARS,30,Ingreso,Falso,Deporte,,nota 734
16/07/2020,desc 735,ARS,946,Gasto,,Vivienda,reparaciones,nota 735
16/05/2020,desc 736,USD,640,Gasto,Verdadero,Belleza,peluquero; manicura,nota 736
06/12/2022,desc 737,ARS,927,Gasto,Falso,Educación,universidad; postgrado,nota 737
23/05/2020,desc 738,ARS,964,Gasto,Falso,Vehículo,mecanico,nota 738
24/03/2021,desc 739,ARS,447,Gasto,Verdadero,Transporte,sube,nota 739
22/03/2021,desc 740,ARS,65,Gasto,Falso,Viajes,Vacaciones 2022; gente del trabajo,nota 740
28/08/2021,desc 741,USD,739,Ingreso,Verdadero,Recreación,,nota 741
02/07/2020,desc 742,ARS,735,Gasto,,Deporte,,nota 742
03/10/2022,desc 743,ARS,16,Gasto,Falso,Vivienda,reparaciones,nota 743
09/05/2021,desc 744,ARS,571,Gasto,Verdadero,Belleza,peluquero; manicura,nota 744
15/11/2021,desc 745,ARS,766,Gasto,,Educación,universidad; postgrado,nota 745
26/06/2021,desc 746,ARS,911,Gasto,Falso,Vehículo,mecanico,nota 746
16/11/2021,desc 747,ARS,581,Gasto,Verdadero,Transporte,sube,nota 747
12/03/2020,desc 748,ARS,147,Ingreso,Falso,Viajes,Vacaciones 2022; gente del trabajo,nota 748
24/05/2021,desc 749,USD,427,Gasto,,Recreación,,nota 749
10/04/2022,desc 750,ARS,101,Gasto,Verdadero,Deporte,,nota 750
15/08/2020,desc 751,ARS,108,Gasto,Falso,Vivienda,reparaciones,nota 751
24/11/2021,desc 752,ARS,165,Gasto,,Belleza,peluquero; manicura,nota 752
10/07/2021,desc 753,ARS,893,Gasto,Verdadero,Educación,universidad; postgrado,nota 753
06/11/2022,desc 754,USD,62,Gasto,Falso,Vehículo,mecanico,nota 754
28/03/2021,desc 755,ARS,764,Ingreso,Falso,Transporte,sube,nota 755
08/10/2021,desc 756,ARS,831,Gasto,Verdadero,Viajes,Vacaciones 2022; gente del trabajo,nota 756
24/09/2020,desc 757,ARS,368,Gasto,Falso,Recreación,,nota 757
27/06/2021,desc 758,ARS,210,Gasto,Verdadero,Deporte,,nota 758
18/05/2022,desc 759,ARS,514,Gasto,,Vivienda,reparaciones,nota 759
23/03/2022,desc 760,ARS,114,Gasto,Verdadero,Belleza,peluquero; manicura,nota 760
26/04/2020,desc 761,ARS,763,Gasto,Verdadero,Educación,universidad; postgrado,nota 761
13/08/2020,desc 762,USD,515,Ingreso,Verdadero,Vehículo,mecanico,nota 762
22/06/2021,desc 763,ARS,471,Gasto,Falso,Transporte,sube,nota 763
25/02/2020,desc 764,ARS,446,Gasto,Verdadero,Viajes,Vacaciones 2022; gente del trabajo,nota 764
01/04/2020,desc 765,ARS,205,Gasto,Falso,Recreación,,nota 765
14/07/2022,desc 766,ARS,266,Gasto,,Deporte,,nota 766
19/03/2022,desc 767,USD,254,Gasto,Verdadero,Vivienda,reparaciones,nota 767
15/02/2022,desc 768,ARS,891,Gasto,Falso,Belleza,peluquero; manicura,nota 768
17/01/2021,desc 769,ARS,263,Ingreso,,Educación,universidad; postgrado,nota 769
21/01/2022,desc 770,ARS,751,Gasto,Verdadero,Vehículo,mecanico,nota 770
28/05/2022,desc 771,ARS,821,Gasto,Falso,Transporte,sube,nota 771
22/11/2022,desc 772,ARS,411,Gasto,Falso,Viajes,Vacaciones 2022; gente del trabajo,nota 772
20/02/2022,desc 773,ARS,1,Gasto,Verdadero,Recreación,,nota 773
17/05/2020,desc 774,ARS,425,Gasto,Falso,Deporte,,nota 774
22/12/2021,desc 775,USD,709,Gasto,Verdadero,Vivienda,reparaciones,nota 775
23/10/2020,desc 776,ARS,301,Ingreso,,Belleza,peluquero; manicura,nota 776
11/02/2022,desc 777,ARS,965,Gasto,Falso,Educación,universidad; postgrado,nota 777
17/07/2022,desc 778,ARS,802,Gasto,Verdadero,Vehículo,mecanico,nota 778
27/07/2021,desc 779,ARS,406,Gasto,,Transporte,sube,nota 779
02/09/2020,desc 780,USD,889,Gasto,Falso,Viajes,Vacaciones 2022; gente del trabajo,nota 780
20/01/2021,desc 781,ARS,975,Gasto,Verdadero,Recreación,,nota 781
01/05/2022,desc 782,ARS,885,Gasto,Falso,Deporte,,nota 782
16/05/2021,desc 783,ARS,598,Ingreso,,Vivienda,reparaciones,nota 783
24/05/2021,desc 784,ARS,93,Gasto,Verdadero,Belleza,peluquero; manicura,nota 784
13/09/2020,desc 785,ARS,193,Gasto,Falso,Educación,universidad; postgrado,nota 785
21/03/2021,desc 786,ARS,644,Gasto,,Vehículo,mecanico,nota 786
26/11/2020,desc 787,ARS,390,Gasto,Verdadero,Transporte,sube,nota 787
22/04/2020,desc 788,USD,493,Gasto,Falso,Viajes,Vacaciones 2022; gente del trabajo,nota 788
02/04/2020,desc 789,ARS,249,Gasto,Falso,Recreación,,nota 789
23/06/2022,desc 790,ARS,745,Ingreso,Verdadero,Deporte,,nota 790
21/12/2020,desc 791,ARS,199,Gasto,Falso,Vivienda,reparaciones,nota 791
04/06/2020,desc 792,ARS,183,Gasto,Verdadero,Belleza,peluquero; manicura,nota 792
16/02/2020,desc 793,USD,348,Gasto,,Educación,universidad; postgrado,nota 793
28/02/2020,desc 794,ARS,452,Gasto,Verdadero,Vehículo,mecanico,nota 794
17/09/2020,desc 795,ARS,899,Gasto,Verdadero,Transporte,sube,nota 795
02/02/2022,desc 796,ARS,734,Gasto,Verdadero,Viajes,Vacaciones 2022; gente del trabajo,nota 796
08/04/2022,desc 797,ARS,192,Ingreso,Falso,Recreación,,nota 797
11/06/2021,desc 798,ARS,380,Gasto,Verdadero,Deporte,,nota 798
04/09/2021,desc 799,ARS,991,Gasto,Falso,Vivienda,reparaciones,nota 799
16/07/2022,desc 800,ARS,317,Gasto,,Belleza,peluquero; manicura,nota 800
04/11/2022,desc 801,USD,227,Gasto,Verdadero,Educación,universidad; postgrado,nota 801
06/01/2021,desc 802,ARS,596,Gasto,Falso,Vehículo,mecanico,nota 802
03/02/2022,desc 803,ARS,8,Gasto,,Transporte,sube,nota 803
21/05/2021,desc 804,ARS,158,Ingreso,Verdadero,Viajes,Vacaciones 2022; gente del trabajo,nota 804
08/01/2022,desc 805,ARS,206,Gasto,Falso,Recreación,,nota 805
19/08/2021,desc 806,USD,337,Gasto,Falso,Deporte,,nota 806
06/10/2020,desc 807,ARS,113,Gasto,Verdadero,Vivienda,reparaciones,nota 807
09/04/2020,desc 808,ARS,233,Gasto,Falso,Belleza,peluquero; manicura,nota 808
11/03/2020,desc 809,ARS,305,Gasto,Verdadero,Educación,universidad; postgrado,nota 809
21/07/2022,desc 810,ARS,510,Gasto,,Vehículo,mecanico,nota 810
07/02/2020,desc 811,ARS,846,Ingreso,Falso,Transporte,sube,nota 811
14/05/2022,desc 812,ARS,364,Gasto,Verdadero,Viajes,Vacaciones 2022; gente del trabajo,nota 812
16/01/2021,desc 813,ARS,59,Gasto,,Recreación,,nota 813
08/01/2021,desc 814,USD,12,Gasto,Falso,Deporte,,nota 814
07/03/2021,desc 815,ARS,308,Gasto,Verdadero,Vivienda,reparaciones,nota 815
15/11/2020,desc 816,ARS,632,Gasto,Falso,Belleza,peluquero; manicura,nota 816
18/06/2020,desc 817,ARS,205,Gasto,,Educación,universidad; postgrado,nota 817
20/08/2022,desc 818,ARS,798,Ingreso,Verdadero,Vehículo,mecanico,nota 818
26/09/2020,desc 819,USD,601,Gasto,Falso,Transporte,sube,nota 819
27/07/2022,desc 820,ARS,331,Gasto,,Viajes,Vacaciones 2022; gente del trabajo,nota 820
02/11/2021,desc 821,ARS,109,Gasto,Verdadero,Recreación,,nota 821
26/12/2022,desc 822,ARS,609,Gasto,Falso,Deporte,,nota 822
13/08/2022,desc 823,ARS,255,Gasto,Falso,Vivienda,reparaciones,nota 823
24/08/2021,desc 824,ARS,545,Gasto,Verdadero,Belleza,peluquero; manicura,nota 824
14/07/2021,desc 825,ARS,827,Ingreso,Falso,Educación,universidad; postgrado,nota 825
19/11/2022,desc 826,ARS,225,Gasto,Verdadero,Vehículo,mecanico,nota 826
18/12/2020,desc 827,USD,473,Gasto,,Transporte,sube,nota 827
22/08/2020,desc 828,ARS,766,Gasto,Verdadero,Viajes,Vacaciones 2022; gente del trabajo,nota 828
26/12/2020,desc 829,ARS,20,Gasto,Verdadero,Recreación,,nota 829
14/10/2020,desc 830,ARS,124,Gasto,Verdadero,Deporte,,nota 830
03/02/2020,desc 831,ARS,464,Gasto,Falso,Vivienda,reparaciones,nota 831
15/12/2021,desc 832,USD,895,Ingreso,Verdadero,Belleza,peluquero; manicura,nota 832
06/10/2022,desc 833,ARS,861,Gasto,Falso,Educación,universidad; postgrado,nota 833
05/08/2020,desc 834,ARS,464,Gasto,,Vehículo,mecanico,nota 834
07/01/2020,desc 835,ARS,856,Gasto,Verdadero,Transporte,sube,nota 835
18/09/2021,desc 836,ARS,395,Gasto,Falso,Viajes,Vacaciones 2022; gente del trabajo,nota 836
10/02/2021,desc 837,ARS,812,Gasto,,Recreación,,nota 837
28/08/2020,desc 838,ARS,383,Gasto,Verdadero,Deporte,,nota 838
03/06/2022,desc 839,ARS,121,Ingreso,Falso,Vivienda,reparaciones,nota 839
11/09/2021,desc 840,USD,315,Gasto,Falso,Belleza,peluquero; manicura,nota 840
19/08/2020,desc 841,ARS,645,Gasto,Verdadero,Educación,universidad; postgrado,nota 841
26/07/2020,desc 842,ARS,719,Gasto,Falso,Vehículo,mecanico,nota 842
05/09/2020,desc 843,ARS,271,Gasto,Verdadero,Transporte,sube,nota 843
10/04/2022,desc 844,ARS,405,Gasto,,Viajes,Vacaciones 2022; gente del trabajo,nota 844
16/12/2020,desc 845,USD,344,Gasto,Falso,Recreación,,nota 845
27/11/2020,desc 846,ARS,357,Ingreso,Verdadero,Deporte,,nota 846
08/05/2022,desc 847,ARS,565,Gasto,,Vivienda,reparaciones,nota 847
21/05/2022,desc 848,ARS,570,Gasto,Falso,Belleza,peluquero; manicura,nota 848
02/11/2021,desc 849,ARS,617,Gasto,Verdadero,Educación,universidad; postgrado,nota 849
03/08/2021,desc 850,ARS,622,Gasto,Falso,Vehículo,mecanico,nota 850
19/11/2022,desc 851,ARS,860,Gasto,,Transporte,sube,nota 851
21/08/2021,desc 852,ARS,464,Gasto,Verdadero,Viajes,Vacaciones 2022; gente del trabajo,nota 852
13/01/2020,desc 853,USD,583,Ingreso,Falso,Recreación,,nota 853
09/03/2022,desc 854,ARS,285,Gasto,,Deporte,,nota 854
11/02/2022,desc 855,ARS,297,Gasto,Verdadero,Vivienda,reparaciones,nota 855
15/10/2022,desc 856,ARS,105,Gasto,Falso,Belleza,peluquero; manicura,nota 856
19/06/2020,desc 857,ARS,800,Gasto,Falso,Educación,universidad; postgrado,nota 857
28/03/2022,desc 858,USD,14,Gasto,Verdadero,Vehículo,mecanico,nota 858
18/09/2022,desc 859,ARS,447,Gasto,Falso,Transporte,sube,nota 859
08/05/2022,desc 860,ARS,20,Ingreso,Verdadero,Viajes,Vacaciones 2022; gente del trabajo,nota 860
19/02/2022,desc 861,ARS,253,Gasto,,Recreación,,nota 861
12/05/2022,desc 862,ARS,340,Gasto,Verdadero,Deporte,,nota 862
20/09/2020,desc 863,ARS,677,Gasto,Verdadero,Vivienda,reparaciones,nota 863
22/02/2022,desc 864,ARS,574,Gasto,Verdadero,Belleza,peluquero; manicura,nota 864
12/11/2021,desc 865,ARS,67,Gasto,Falso,Educación,universidad; postgrado,nota 865
12/07/2020,desc 866,USD,501,Gasto,Verdadero,Vehículo,mecanico,nota 866
01/11/2021,desc 867,ARS,481,Ingreso,Falso,Transporte,sube,nota 867
21/10/2022,desc 868,ARS,817,Gasto,,Viajes,Vacaciones 2022; gente del trabajo,nota 868
19/01/2022,desc 869,ARS,707,Gasto,Verdadero,Recreación,,nota 869
15/01/2021,desc 870,ARS,856,Gasto,Falso,Deporte,,nota 870
15/05/2022,desc 871,USD,735,Gasto,,Vivienda,reparaciones,nota 871
15/04/2021,desc 872,ARS,395,Gasto,Verdadero,Belleza,peluquero; manicura,nota 872
23/02/2022,desc 873,ARS,157,Gasto,Falso,Educación,universidad; postgrado,nota 873
07/01/2021,desc 874,ARS,908,Ingreso,Falso,Vehículo,mecanico,nota 874
15/05/2022,desc 875,ARS,370,Gasto,Verdadero,Transporte,sube,nota 875
16/08/2022,desc 876,ARS,820,Gasto,Falso,Viajes,Vacaciones 2022; gente del trabajo,nota 876
25/09/2021,desc 877,ARS,131,Gasto,Verdadero,Recreación,,nota 877
23/05/2021,desc 878,ARS,356,Gasto,,Deporte,,nota 878
28/05/2021,desc 879,USD,733,Gasto,Falso,Vivienda,reparaciones,nota 879
18/03/2022,desc 880,ARS,655,Gasto,Verdadero,Belleza,peluquero; manicura,nota 880
11/02/2021,desc 881,ARS,646,Ingreso,,Educación,universidad; postgrado,nota 881
28/05/2022,desc 882,ARS,15,Gasto,Falso,Vehículo,mecanico,nota 882
22/12/2022,desc 883,ARS,8,Gasto,Verdadero,Transporte,sube,nota 883
24/12/2020,desc 884,USD,992,Gasto,Falso,Viajes,Vacaciones 2022; gente del trabajo,nota 884
23/10/2020,desc 885,ARS,415,Gasto,,Recreación,,nota 885
21/06/2021,desc 886,ARS,895,Gasto,Verdadero,Deporte,,nota 886
05/02/2021,desc 887,ARS,412,Gasto,Falso,Vivienda,reparaciones,nota 887
02/12/2020,desc 888,ARS,926,Ingreso,,Belleza,peluquero; manicura,nota 888
06/04/2021,desc 889,ARS,370,Gasto,Verdadero,Educación,universidad; postgrado,nota 889
12/07/2022,desc 890,ARS,193,Gasto,Falso,Vehículo,mecanico,nota 890
12/08/2020,desc 891,ARS,527,Gasto,Falso,Transporte,sube,nota 891
26/10/2022,desc 892,USD,603,Gasto,Verdadero,Viajes,Vacaciones 2022; gente del trabajo,nota 892
09/02/2020,desc 893,ARS,297,Gasto,Falso,Recreación,,nota 893
12/07/2022,desc 894,ARS,472,Gasto,Verdadero,Deporte,,nota 894
03/12/2020,desc 895,ARS,67,Ingreso,,Vivienda,reparaciones,nota 895
20/07/2022,desc 896,ARS,814,Gasto,Verdadero,Belleza,peluquero; manicura,nota 896
20/10/2022,desc 897,USD,1,Gasto,Verdadero,Educación,universidad; postgrado,nota 897
25/03/2022,desc 898,ARS,841,Gasto,Verdadero,Vehículo,mecanico,nota 898
24/04/2021,desc 899,ARS,548,Gasto,Falso,Transporte,sube,nota 899
11/07/2020,desc 900,ARS,39,Gasto,Verdadero,Viajes,Vacaciones 2022; gente del trabajo,nota 900
